fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,nsw030,18/06/2011,141.990073,-30.51975,0,26.33,1.33,27.33,2.67,24.67,14.67,3,0,0,0,0,0,0,0,300,300,14199007_03051975_20110618_000000,14199007_03051975_20110618_000000,l7tmre_p096r081_20110619_dbgm4.img,1,810.1111111,1352.555556,1981,2706.222222,3659.222222,2743.555556,39.96510824,63.66947832,123.7892474,83.9110346,216.9002729,246.5725546,133.6666667,105.3333333,159.5555556,107.3333333,7.803133274,3.265986324,6.618343383,107.3333333,9
y,wa_yalgoo02,24/06/2014,116.918,-28.6649,2.33,55.33,7,9.67,13,1.67,11.33,2,2.33,0,0.33,0.33,0,0,0.33,300,300,11691800_02866486_20140624_000000,11691800_02866486_20140624_000000,l7tmre_p112r080_20140627_dbgm0.img,3,814.5555556,1558.333333,2397.333333,3145.777778,4609.111111,3654.777778,60.19618133,92.43496212,172.4625563,175.5757372,302.7097783,210.5124846,150,102,146.5555556,105.8888889,5.416025603,2.211083194,5.833068777,105.8888889,9
y,wa_gas_038b,20/10/2011,114.3269,-25.7779,1.33,21.67,0.67,16.33,11,28,17,5.33,1.33,0,1.33,0,0,0,0,300,300,11432693_02577788_20111020_000000,11432693_02577788_20111020_000000,l5tmre_p114r078_20111015_dbgm0.img,5,513.8888889,915.2222222,1347.777778,2168.888889,3491.666667,2744.777778,10.40773691,14.75562249,18.91370918,28.08496808,35.67445398,42.29730167,125,112.8888889,160.4444444,109.4444444,0.942809042,0.874889764,0.831479419,109.4444444,9
y,sa_w_saal_24a,14/04/2012,136.306863,-27.102109,0,16.33,11.67,1,32.67,6,13.67,18.67,0,0,0,0,0,0,0,300,300,13630686_02710211_20120414_000000,13630686_02710211_20120414_000000,l7tmre_p100r079_20120414_dbgm3.img,0,1444.222222,1885.222222,2151.222222,3928.555556,3610.777778,2536.888889,26.75725355,32.89301776,48.07581461,41.33900797,54.36456726,56.67145949,133.1111111,133.8888889,132,106,3.142696805,2.131480677,3.829708431,106,9
y,vic005,29/03/2011,143.86819,-36.894262,0,5,0,0,0,74.5,20.5,0,0,0,0,0,0,0,0,200,200,14386819_03689426_20110329_000000,14386819_03689426_20110329_000000,l7tmre_p094r085_20110402_dbgm4.img,4,714.1111111,1004.111111,1469.222222,2527.777778,3826.777778,2693.222222,57.51800577,39.39386428,95.39948495,138.8210501,76.79666917,72.40438565,117.7777778,119.2222222,161.7777778,108.7777778,2.346523565,2.096440252,3.154459904,108.7777778,9
n,dirr001,15/06/2012,148.2095829,-28.61499105,4.3,3.69,0.67,2.01,46.31,44.97,2.35,0,1.67,0,0.67,4.67,2.67,0,0.67,300,298,14820958_02861499_20120615_000000,14820958_02861499_20120615_000000,l7tmre_p092r080_20120608_dbgm5.img,7,346.7777778,629.4444444,734.4444444,2214.555556,2276,1367.444444,47.50152694,60.94279852,61.02296674,194.3022337,207.0405221,129.7751141,106,149.7777778,142.8888889,114.3333333,1.632993162,4.939135727,3.754832277,114.3333333,9
y,mcew001,21/09/2011,151.639894,-27.679397,0,2,0,0,23.33,70,4.67,0,0,0,0,0,0,0,0,300,300,15163989_02767940_20110921_000000,15163989_02767940_20110921_000000,l5tmre_p090r079_20110920_dbgm6.img,1,553,849.2222222,945.6666667,2021.777778,2775.222222,1729,33.32333183,42.8972358,68.66990284,73.54028039,160.08871,126.8568747,100.7777778,135.7777778,162.8888889,112.2222222,1.474055462,3.292340531,3.478327965,112.2222222,9
y,saal_e_34,29/05/2014,140.658,-27.8978,2.03,43.67,1.33,0,2.33,17.67,35,0,0,0,0,5.67,2,0,1.33,300,300,14065798_02789775_20140529_000000,14065798_02789775_20140529_000000,l7tmre_p097r079_20140602_dbgm4.img,4,1353.777778,1943.444444,2503.888889,3247.666667,4190.333333,3349.555556,91.69003069,167.6591192,253.7586099,273.8758843,278.2053598,248.1635263,146.2222222,104.6666667,147.6666667,105.4444444,5.472715714,1.943650632,5.537749242,105.4444444,9
y,agr_wa_043,17/05/2011,115.437745,-28.348736,0,0,90.4,0,0,0,9.6,0,0,0,0,0,0,0,0,200,198,11543775_02834874_20110517_000000,11543775_02834874_20110517_000000,l7tmre_p113r080_20110509_dbgm0.img,8,512.8888889,1064.777778,2349.444444,2978.888889,5075,4359.222222,27.76266255,28.54539378,41.43297428,47.27800627,112.2813925,103.9848042,167.6666667,104.5555556,126,106.2222222,2.160246899,1.49897084,1.943650632,106.2222222,9
y,wa_murc_100,12/09/2012,118.9390137,-28.00636747,3.33,39.33,1,0,7,10,24.67,18,3.33,0,0.33,0,0,0,0,300,300,11893901_02800637_20120912_000000,11893901_02800637_20120912_000000,l7tmre_p111r079_20120902_dbgm0.img,10,1080.777778,1762.333333,2592.888889,3391.222222,4790.111111,3762.555556,109.7803643,155.0576954,221.0864308,222.5911937,332.5285099,252.1671012,150.2222222,102.2222222,146,105.3333333,4.708804467,1.617802198,4.944132325,105.3333333,9
y,sa_e_saal_21,26/04/2012,138.662281,-30.025238,14.33,40.67,3,29.33,9.33,1.33,14.33,2,14.33,2.33,4.33,0,0,0,0,300,300,13866228_03002524_20120426_000000,13866228_03002524_20120426_000000,l7tmre_p098r081_20120502_dbgm4.img,6,776,1385.444444,2089,2890.222222,3395.444444,2669.888889,42.35563717,32.70783498,104.5880809,66.3572449,166.597393,185.449271,147,108.5555556,142.8888889,107.2222222,4.830458915,2.948110925,3.348115372,107.2222222,9
y,nt001,23/05/2011,131.2095767,-13.94519608,0,7.33,0,0,20,32.67,40,0,0,0,0,0,0,0,0,300,300,13120958_01394520_20110523_000000,13120958_01394520_20110523_000000,l7tmre_p105r070_20110517_dbgm2.img,6,679.4444444,1083.222222,1581.666667,2910.555556,3623.111111,2430.222222,37.13970954,37.77058755,52.28341568,94.69144172,81.72779269,94.77080865,118.4444444,124.2222222,156.2222222,108.2222222,2.45452467,2.779999112,3.083208206,108.2222222,9
y,nsw034,26/07/2011,149.234453,-30.224584,0,1.33,0.67,0,26.67,53,18.33,0,0,0,0.67,0,0,0,0,300,300,14923445_03022458_20110726_000000,14923445_03022458_20110726_000000,l7tmre_p091r081_20110802_dbgm5.img,7,587.1111111,703.3333333,849.7777778,1932.444444,2373.777778,1466.888889,35.04106938,36.00308629,39.60577337,86.31352554,62.07661535,67.43959346,104.3333333,135.4444444,159.3333333,113.7777778,4.422166387,5.335647646,6.32455532,113.7777778,9
y,vic190,1/05/2014,142.4806,-35.4627,0,22,14.5,0,0.5,6,57,0,0,0,0,0,0,0,0,200,200,14248058_03546270_20140501_000000,14248058_03546270_20140501_000000,l7tmre_p094r085_20140426_dbgm4.img,5,552.1111111,883.2222222,1282.333333,1650,3241.444444,2586.111111,42.91967807,46.99829259,57.3100728,84.79255733,88.76199276,54.37819098,129.3333333,100,169.7777778,110.4444444,4.966554809,0,4.825344611,110.4444444,9
y,wa_e_gas_124,27/09/2012,117.079765,-25.10823574,2,12.71,30.43,14.72,0,14.38,27.42,0.33,2,0,1,0,0,0,0,300,299,11707977_02510824_20120927_000000,11707977_02510824_20120927_000000,l7tmre_p113r077_20120916_dbgm0.img,11,562.1111111,1007.666667,1967.888889,2625.444444,4354.333333,3509.555556,29.3917768,39.71845359,73.95260411,104.2626077,122.1574576,87.60658411,147.7777778,104,146.3333333,107.3333333,1.872477727,0.816496581,2.624669291,107.3333333,9
y,sa_e_saal_19a,25/04/2012,138.706239,-29.636613,7,23.33,1,25.67,25.33,4,10.33,10.33,7,0.67,5.33,0,0,0,0,300,300,13870624_02963661_20120425_000000,13870624_02963661_20120425_000000,l7tmre_p098r080_20120502_dbgm4.img,7,747.7777778,1226.333333,1790.777778,2548.222222,3396.555556,2631,28.06649952,39.50808637,73.02477171,71.64693958,146.1240805,224.3920181,135.2222222,108.6666667,154.8888889,108,6.811392055,1.943650632,7.908426511,108,9
y,nsw080,17/10/2012,144.9331864,-30.67220303,0,2,0.67,0,2.33,83.67,11.33,0,0,0,0,0,0,0,0,300,300,14493319_03067220_20121017_000000,14493319_03067220_20121017_000000,l7tmre_p094r081_20121013_dbgm5.img,4,560.1111111,905,1448,2596.222222,2955.111111,1822.777778,16.23059145,15.57776193,9.933109617,30.88249334,35.63220904,24.17426445,113.7777778,117.2222222,167.6666667,110,1.872477727,1.133115447,2.054804668,110,9
n,vic102,9/01/2013,143.8798545,-36.76873897,0,0,5.5,2.5,0,14.5,77.5,0,0,0,0,0,0,0,0,200,200,14387985_03676874_20130109_000000,14387985_03676874_20130109_000000,l7tmre_p093r086_20130110_dbgm5.img,1,1116.888889,1798.222222,2528.222222,3464.444444,3898.333333,2682.888889,43.59522003,44.77295259,60.22693708,62.69699818,92.06640116,105.3896943,117.1111111,105.7777778,175.6666667,106,4.067334493,1.39664501,5.120763832,106,9
n,vic164,29/01/2014,142.9609,-36.3868,0,11.33,0,0,0,19.33,69.33,0,0,0,0,0,0,0,0,300,300,14296090_03638675_20140129_000000,14296090_03638675_20140129_000000,l8olre_p094r085_20140128_dbgm4.img,1,769.1111111,1097.888889,1566.777778,2534.666667,3402.555556,2387.888889,14.8805947,21.0155733,24.88541642,30.80764696,62.79262361,53.18196111,121.7777778,113.4444444,163.2222222,108.7777778,1.133115447,0.496903995,1.314684396,108.7777778,9
y,nsw061,18/10/2012,147.781018,-30.062565,0,2.33,0.67,0,6.33,57.67,31.33,1.67,0,0,0,0,0,0,0,300,300,14778102_03006257_20121018_000000,14778102_03006257_20121018_000000,l7tmre_p092r081_20121014_dbgm5.img,4,694.4444444,985.8888889,1309.222222,2093.111111,3220.111111,2304.888889,31.91346324,49.77380937,91.05160659,93.06203958,139.9662217,111.3138151,115,113.8888889,169.8888889,109.8888889,3.197221016,1.728483243,2.131480677,109.8888889,9
y,vic015_1,19/01/2012,142.5502115,-35.56312576,0,22,41.5,0,0,0,36.5,0,0,0,0,0,0,0,0,200,200,14255021_03556313_20120119_000000,14255021_03556313_20120119_000000,l7tmre_p095r085_20120106_dbgm4.img,13,547.8888889,918.7777778,1413.222222,2069.777778,3425.666667,3133.777778,23.94180187,31.13689408,40.29275584,58.65488097,90.9603088,88.68142456,141.3333333,104.6666667,152.5555556,109.2222222,0.942809042,0.816496581,1.165343165,109.2222222,9
y,vic157,21/01/2014,143.363,-35.3967,0,21,19,0,1,6.5,52.5,0,0,0,0,0,0,0,0,200,200,14336296_03539667_20140121_000000,14336296_03539667_20140121_000000,l7tmre_p094r084_20140120_dbgm4.img,1,791.6666667,1293.666667,1986.444444,2703.555556,3909.222222,3343,11.61416759,27.56003548,48.19200282,69.3335114,92.85804911,126.3962025,153.7777778,104.4444444,140.2222222,107,3.823255674,1.065740339,4.236816881,107,9
y,wa_kim_007,15/07/2011,127.310688,-18.459374,1.66,7,6.33,31.33,33.33,4,14,4,0.67,0,0,3,1,0,0.33,300,300,12731069_01845937_20110715_000000,12731069_01845937_20110715_000000,l7tmre_p107r073_20110803_dbgm2.img,19,754.2222222,1333,2068,2973.888889,3751.555556,2970.111111,46.30281436,66.9045755,90.17513823,86.65056831,125.2252292,138.0977467,145.8888889,110.3333333,142,106.8888889,4.012326686,1.154700538,4.109609335,106.8888889,9
y,nsw027,18/06/2011,141.183368,-31.88845,0,14.33,0.67,11.67,13.33,41.67,18.33,0,0,0,0,0,0,0,0,300,300,14118337_03188845_20110618_000000,14118337_03188845_20110618_000000,l7tmre_p096r082_20110603_dbgm4.img,15,509.7777778,910.6666667,1406.777778,2084.111111,2820.555556,2011.444444,70.97382581,59.23962638,75.13954097,96.37708861,141.1768876,114.6977779,127.7777778,108.8888889,161.7777778,110.5555556,4.961580792,1.911627837,5.711154345,110.5555556,9
y,sa_aw_03,30/11/2012,130.6445963,-31.26274773,0,13.67,0.67,1.33,0,34.33,30,20,0,0,1.67,0,0,0,0,300,300,13064460_03126275_20121130_000000,13064460_03126275_20121130_000000,l7tmre_p103r082_20121129_dbgm2.img,1,545.6666667,810.8888889,1159.444444,1714.222222,3131.888889,2492.888889,22.0151463,33.88032679,48.43577904,64.49767916,63.00519281,60.98532509,124,104.5555556,170,111,1.763834207,1.770819717,2.581988897,111,9
y,wa_pilb_018,22/08/2011,116.775754,-21.029718,2.33,43.67,1.67,0.33,10.67,22,21.67,0,2.33,0.67,1,0,0,0,0,300,300,11677575_02102972_20110822_000000,11677575_02102972_20110822_000000,l7tmre_p114r074_20110905_dbgm0.img,14,537,981.8888889,1696.666667,2713.222222,3227.111111,2811.666667,17.1787983,16.53578238,38.55443482,43.01621859,81.56312408,101.821194,148.8888889,119,130.4444444,108.5555556,2.685121327,1.054092553,2.362254625,108.5555556,9
n,vic101,9/01/2013,143.9640791,-36.75954972,0,0,14,0,0.5,29,56.5,0,0,0,0,0,0,0,0,200,200,14396408_03675955_20130109_000000,14396408_03675955_20130109_000000,l7tmre_p093r086_20130110_dbgm5.img,1,995.5555556,1647.777778,2412,3456.222222,3489,2291.111111,26.65879513,20.79945393,28.12274682,25.37618209,30.26916289,27.96205542,112.4444444,104.7777778,181.2222222,106.6666667,3.303570833,1.133115447,4.076430295,106.6666667,9
y,wa_pilb_026,25/08/2011,120.983979,-19.80546,0,63.67,3.67,0,14.33,3,15.33,0,0,1,1,0,0,0,0,300,300,12098398_01980546_20110825_000000,12098398_01980546_20110825_000000,l7tmre_p111r074_20110815_dbgm1.img,10,509.3333333,952.8888889,1599,2381.666667,2993.333333,2898.555556,29.21186973,19.77340776,57.63486599,45.10974273,78.97538294,103.3280763,159.4444444,115.1111111,124.2222222,109,3.402976185,1.369869778,2.484519975,109,9
y,wa_yalgoo09,25/06/2014,115.6027,-27.7556,0.34,42.33,0,31.33,22.33,0,2.67,1.33,0,0,0,1.67,0.33,0,1.33,300,300,11560274_02775557_20140625_000000,11560274_02775557_20140625_000000,l7tmre_p113r079_20140618_dbgm0.img,7,522.6666667,1095.333333,1806.333333,2788.888889,3403.555556,2599.444444,75.37904218,87.49222188,115.3853447,169.3080325,179.7035281,147.2685462,138.7777778,114.1111111,145.6666667,108,3.644715437,4.954110402,4.988876516,108,9
y,wa_e_gas_117,26/09/2012,118.672602,-24.91521925,0.33,22.67,2.67,52.33,0,4.33,18,0,0.33,0,0,0,0,0,0,300,300,11867260_02491522_20120926_000000,11867260_02491522_20120926_000000,l7tmre_p112r077_20120925_dbgm0.img,1,488.1111111,873.1111111,1593,1962.444444,2443.555556,2032.888889,14.1141729,18.03973666,39.9777716,55.61396929,125.3325453,99.26781334,167,104.2222222,127,110.6666667,3.265986324,0.785674201,3.333333333,110.6666667,9
y,sa_e_saal_14a,7/05/2011,138.144309,-28.621246,3,25,2,0,15.33,20,37,0.67,3,4.33,1.67,0,0,0,0,300,300,13814431_02862125_20110507_000000,13814431_02862125_20110507_000000,l7tmre_p098r080_20110430_dbgm4.img,7,1176.777778,1889.777778,2591.111111,3635.222222,4475.333333,3304.333333,46.41306755,55.84856067,69.80201278,95.59146612,116.9995252,115.818824,135.5555556,109.8888889,153.2222222,105.1111111,4.085505847,1.968893905,5.286834335,105.1111111,9
y,vic026_1,24/01/2012,143.1273636,-35.71455312,0,0,6,0,8,38.5,47.5,0,0,0,0,0,0,0,0,200,200,14312736_03571455_20120124_000000,14312736_03571455_20120124_000000,l7tmre_p094r085_20120115_dbgm4.img,9,768.5555556,1155.222222,1586.111111,2491.888889,3281.333333,2262.666667,23.34814345,18.76034694,13.07622477,13.47791976,24.76556749,54.99494926,117.7777778,113.8888889,167.2222222,109,3.823255674,0.737027731,4.157397096,109,9
n,nsw067,21/04/2012,141.783079,-31.068591,0,18,0.67,1.67,33.33,30,14.33,2,0,0,0,0,0,0,0,300,300,14178308_03106859_20120421_000000,14178308_03106859_20120421_000000,l7tmre_p096r081_20120504_dbgm4.img,13,519.8888889,982.1111111,1361.444444,2579.555556,2925.555556,2080.666667,35.61037441,69.63945951,166.4579434,120.0972857,218.8241867,292.0943531,124.1111111,126.5555556,148.3333333,109.8888889,8.464887535,5.377134948,5.849976258,109.8888889,9
y,wa_w_kim_085,28/08/2012,124.5672891,-17.85321116,0,20.67,22,0,4.67,11.33,41.33,0,0,0,0,0,0,0,0,300,300,12456729_01785321_20120828_000000,12456729_01785321_20120828_000000,l7tmre_p109r072_20120904_dbgm1.img,7,884.2222222,1152.777778,1446.111111,2101.666667,2646.777778,2176.333333,29.91015353,29.65646933,53.94533127,62.17180497,69.02137797,57.34689762,144.6666667,112.1111111,141.7777778,109.7777778,2.357022604,0.566557724,2.249828526,109.7777778,9
y,qld190,25/08/2011,151.2277264,-25.56368887,0,4,0.33,0.67,14.33,77.67,2,1,0,0,0,0,0,0,0,300,300,15122773_02556369_20110825_000000,15122773_02556369_20110825_000000,l7tmre_p091r078_20110818_dbgm6.img,7,695.7777778,941.4444444,1240.666667,1898.555556,3315.666667,2214.777778,44.65367417,45.64381694,63.61865554,71.62419069,128.351081,109.055315,103,109.3333333,186.6666667,110.3333333,2.943920289,1.414213562,2.449489743,110.3333333,9
y,wa_067,10/07/2012,127.1109978,-31.98174587,5.67,4,4,3,22.33,31.67,23.67,11.33,5.67,0,2,0,0,0,0,300,300,12711100_03198175_20120710_000000,12711100_03198175_20120710_000000,l7tmre_p105r082_20120807_dbgm2.img,28,486.3333333,678.8888889,944.3333333,1504.222222,2711.777778,2009.666667,37.82415454,44.87128368,49.55804677,46.04292147,81.42587328,67.36632855,118,109.2222222,171.8888889,113.1111111,4.988876516,2.199887764,4.331908598,0.314269681,9
y,wa_kim_011,21/09/2011,127.6280233,-17.60677684,0.67,0.67,56,4.67,2,4.33,32.33,0,0.67,0,0,0,0,0,0,300,300,12762802_01760678_20110921_000000,12762802_01760678_20110921_000000,l5tmre_p107r072_20110928_dbgm2.img,7,553.4444444,835.4444444,1123.888889,1842.444444,2280.444444,1780.333333,8.301420375,25.01604423,39.90946544,110.7751588,66.26732245,37.75652997,135.4444444,116.6666667,146.4444444,112.1111111,2.408831488,2.211083194,2.586765939,112.1111111,9
n,sa_samdb_04,10/05/2011,140.539638,-34.470103,0,0,36,0,7.5,8.5,48,0,0,0,0,0,0,0,0,200,200,14053964_03447010_20110510_000000,14053964_03447010_20110510_000000,l5tmre_p096r084_20110424_dbgm4.img,16,514.5555556,836.6666667,1276.777778,1831.777778,3832.444444,2782.888889,47.21843122,73.37574531,116.6531209,130.7608315,296.2045506,274.2778172,116.1111111,102.2222222,180.6666667,110.2222222,2.997941681,2.249828526,2.624669291,110.2222222,9
y,hill04,23/10/2012,145.8238121,-19.6575833,1,7.67,0.33,2,13.33,33.33,43.33,0,1,0,0,0,0,0,0,300,300,14582381_01965758_20121023_000000,14582381_01965758_20121023_000000,l7tmre_p095r074_20121020_dbgm5.img,3,609.2222222,848,1137.111111,2018.888889,3072.888889,2072.888889,16.23287322,11.71893055,9.59681017,21.47062305,32.39150933,23.12499583,108.3333333,120.5555556,169.8888889,111,1.154700538,0.831479419,1.5234788,111,9
y,sa_w_saal_02,16/04/2011,134.2683687,-28.87272732,17.33,15.33,0.67,48,18,6.33,7.67,4,17.33,1,1.33,0,0,0,0,300,300,13426837_02887273_20110416_000000,13426837_02887273_20110416_000000,l7tmre_p101r080_20110419_dbgm3.img,3,516,919.5555556,1374,2720.222222,2699.777778,2038.444444,22.86676385,34.97971193,55.18655231,62.0891434,96.43625157,108.9190434,132.2222222,128.2222222,138.1111111,109.8888889,2.199887764,2.657391276,0.874889764,109.8888889,9
n,nar02,23/07/2012,132.6760728,-23.23305219,0,0,56,0.33,5.67,22.33,15.67,0,0,0,0,0,0,0,0,300,300,13267607_02323305_20120723_000000,13267607_02323305_20120723_000000,l7tmre_p103r076_20120724_dbgm3.img,1,816.5555556,1363.333333,2093.888889,2974.888889,3340.222222,2599.777778,28.18238658,36.56045222,39.94564208,63.23579233,64.26469184,38.52496385,146.5555556,110.2222222,141.8888889,107,3.499559055,0.785674201,3.348115372,107,9
y,sa_w_saal_38,5/12/2012,135.608128,-30.06980311,0.33,24,0,56.67,0,6.67,12.67,0,0.33,0,1.67,0,0,0,0,300,300,13560813_03006980_20121205_000000,13560813_03006980_20121205_000000,l7tmre_p100r081_20121124_dbgm3.img,11,743.6666667,1187.444444,1924.777778,2532,3548.555556,2909.777778,17.77638883,33.18671458,90.28938387,103.9177025,103.2538523,132.9868647,149.4444444,103.8888889,145.1111111,107.7777778,4.645454436,0.737027731,4.99876528,107.7777778,9
y,sa_e_saal_10a,7/05/2011,138.142639,-28.810943,13.33,51,13,0.33,4.67,2.33,28.67,0,13.33,2,4.33,0,0,0,0,300,300,13814264_02881094_20110507_000000,13814264_02881094_20110507_000000,l5tmre_p099r080_20110429_dbgm3.img,8,1309.666667,2361.777778,2924.444444,4102.555556,4544.777778,3741.444444,39.09816705,58.95907767,90.85533203,88.30516672,119.0590682,123.5017869,162.7777778,115.8888889,119.8888889,104.3333333,4.441665798,1.448711646,5.216308709,104.3333333,9
y,spy04,18/10/2012,145.8152227,-19.35213008,5.18,15.67,1,0,3,57,16,7.67,4,0,2.33,7,1.33,0,4,300,300,14581522_01935213_20121018_000000,14581522_01935213_20121018_000000,l7tmre_p095r073_20121020_dbgm5.img,2,692,1011,1430.777778,2339.222222,3456.888889,2661.333333,23.48048835,71.86406922,129.6420523,163.53306,55.22568735,120.2691426,126.5555556,115.7777778,156.3333333,109.1111111,8.655263153,0.785674201,8.137703744,109.1111111,9
y,wa_n_gold_133,21/11/2012,120.7371455,-28.30641756,4.93,37.33,10,11.67,0,4,23,14,3.33,0,2,3,1.67,0,1,300,300,12073715_02830642_20121121_000000,12073715_02830642_20121121_000000,l7tmre_p110r080_20121130_dbgm1.img,9,724.6666667,1274.111111,2216,3002.777778,4204.333333,3438.666667,24.7700536,36.23517151,59.36328832,64.93890766,68.49168644,77.16504678,153.7777778,106.5555556,138.1111111,106.7777778,2.484519975,0.831479419,2.845832994,106.7777778,9
y,sa_e_saal_4a,10/05/2011,138.344278,-29.332646,8,40.33,22,8.33,0.67,5.33,23.33,0,8,5,4,0,0,0,0,300,300,13834428_02933265_20110510_000000,13834428_02933265_20110510_000000,l5tmre_p099r080_20110515_dbgm3.img,5,1044.555556,1869.666667,2514.666667,3290.111111,4133.111111,3462.111111,59.24546136,53.02829433,70.79548008,76.82801058,107.2405856,116.9951988,159.5555556,105.7777778,133.3333333,105.2222222,3.235604395,3.292340531,2.98142397,105.2222222,9
