fractional.publish,fractional.site,fractional.obs_time,fractional.longitude,fractional.latitude,fractional.persist,fractional.crust,fractional.dist,fractional.rock,fractional.green,fractional.dead,fractional.litter,fractional.crypto,fractional.mid_g,fractional.mid_d,fractional.mid_b,fractional.crn,fractional.over_g,fractional.over_d,fractional.over_b,fractional.num_points,fractional.unoccluded,fractional.obs_key,fractional_chips.obs_key,fractional_chips.filename,fractional_chips.timelag,fractional_chips.b1_sf_mn,fractional_chips.b2_sf_mn,fractional_chips.b3_sf_mn,fractional_chips.b4_sf_mn,fractional_chips.b5_sf_mn,fractional_chips.b6_sf_mn,fractional_chips.b1_sf_sd,fractional_chips.b2_sf_sd,fractional_chips.b3_sf_sd,fractional_chips.b4_sf_sd,fractional_chips.b5_sf_sd,fractional_chips.b6_sf_sd,fractional_chips.b1_fc_mn,fractional_chips.b2_fc_mn,fractional_chips.b3_fc_mn,fractional_chips.b4_fc_mn,fractional_chips.b1_fc_sd,fractional_chips.b2_fc_sd,fractional_chips.b3_fc_sd,fractional_chips.b4_fc_sd,fractional_chips.count
y,nmy17a,1/08/2018,135.48869,-23.68194,3.704,33,0,0,0,32,35,0,0,0,0,6.3,3.7,0,1,300,300,13548873_02368173_20180801_000000,13548873_02368173_20180801_000000,l7tmre_p101r076_20180727_dbgm3.img,5,654.3333333,1107.333333,1895,2612.222222,3706.777778,3027.888889,43.9469377,42.50490168,71.61936423,88.05021014,130.3838587,105.9648206,147.5555556,107.1111111,144.1111111,107.7777778,3.97523196,1.099943882,3.510126444,0.41573971,9
y,fh07a,26/05/2014,133.3113702,-15.77321303,4.971,13.7,0,0,44.3,34,8,0,4.3,0,0.7,0.7,0.7,0,0,300,300,13331137_01577321_20140526_000000,13331137_01577321_20140526_000000,l8olre_p104r071_20140526_dbgm3.img,0,566.4444444,851.3333333,1052.333333,2390.555556,2874.444444,1734.666667,12.25752477,20.39607805,32.02082656,43.94469026,113.6516228,63.72161678,102.2222222,135.1111111,161.3333333,111.2222222,1.030402055,0.737027731,1.247219129,111.2222222,9
y,orc18a,12/06/2018,133.23622,-24.1918,0,57.3,0,0,1,16,18.3,7.3,0,0,0,0,0,0,0,300,300,13323624_02419176_20180612_000000,13323624_02419176_20180612_000000,l8olre_p103r077_20180615_dbgm3.img,3,659.1111111,1200.888889,2329.333333,3071.333333,4514.555556,4139.888889,35.83122302,57.67041307,103.3860081,120.421482,135.3949869,129.8250485,105.2222222,117.6666667,106.1111111,,0.628539361,3.972125096,0.314269681,,9
y,ghn07a,19/04/2016,132.2583067,-23.50604894,2.414,62.3,0,7.7,1.3,5.7,23,0,0,0,0,5.7,2.3,0,3.3,300,300,13225830_02350604_20160419_000000,13225830_02350604_20160419_000000,l8olre_p103r076_20160422_dbgm3.img,3,571,1076.222222,2244,3087.888889,4384.333333,3753,21.46314671,42.64524925,109.0259908,68.21606921,151.2598941,182.1159582,163.6666667,110.8888889,124,106.5555556,5.395471352,1.19670329,4.371625683,106.5555556,9
y,amb21a,16/07/2015,133.2873,-23.25469,15.878,37.9,0,0,0,6.7,55.4,0,1,2.3,0.7,41.7,14,1.7,7.3,300,298,13328729_02325469_20150716_000000,13328729_02325469_20150716_000000,l7tmre_p103r076_20150717_dbgm3.img,1,304.6666667,621.5555556,1256.777778,1949.222222,2768.777778,2326.222222,16.43843734,47.41802543,124.1332418,142.7357915,295.263264,255.7163262,141.3333333,117.2222222,139.6666667,111.6666667,4.830458915,2.042752923,4.898979486,111.6666667,9
y,tnc14a,16/09/2015,134.02597,-19.98443,0.333,68,0,3.3,7.7,8,13,0,0.3,0,0,0,0,0,0,300,300,13402597_01998443_20150916_000000,13402597_01998443_20150916_000000,l8olre_p103r074_20150911_dbgm3.img,5,573,1013.111111,1919.444444,2538.222222,3521,3289.222222,16.91810339,20.87233387,18.69112155,79.74929854,40.91182931,27.31616444,168.7777778,106.6666667,123.3333333,108,1.227262335,2.211083194,2.309401077,108,9
y,vrd62a,25/08/2018,131.20245,-16.60287,0,8.3,0,15.3,0,58,16.7,1.7,0,0,0,0,0,0,0,300,300,13120245_01660287_20180825_000000,13120245_01660287_20180825_000000,l7tmre_p105r071_20180824_dbgm2.img,1,867,1341.222222,1919.111111,2652.777778,3008.222222,2062.555556,33.92475334,40.34787005,61.30877125,93.58273556,78.9764772,60.24784203,124,104.4444444,170.2222222,108.1111111,5.734883511,1.640535896,6.762277358,0.314269681,9
y,amb22,17/07/2015,133.08071,-23.25099,7.15,50.7,0,0,0.3,3,45.9,0,1,3,2.3,32.3,6,0,4,300,296,13308071_02325099_20150717_000000,13308071_02325099_20150717_000000,l7tmre_p103r076_20150717_dbgm3.img,0,312.3333333,594.6666667,1171.222222,1817.111111,2654.333333,2200.333333,17.34614911,29.27646002,72.94103826,74.33325029,126.6938567,151.3582946,140.3333333,116.2222222,141.5555556,112.2222222,3.091206165,1.133115447,2.49938264,112.2222222,9
y,mtb13a,20/05/2016,137.01361,-18.70364,0,22.3,0,3.3,5.3,42,27,0,0,0,0,0,0,0,0,300,300,13701361_01870364_20160520_000000,13701361_01870364_20160520_000000,l7tmre_p101r073_20160518_dbgm3.img,2,778.6666667,1242.555556,1791.888889,2748,3385.777778,2433.555556,29.0937183,16.58051809,26.53067174,35.86084215,23.50781325,48.1181673,128.1111111,112.8888889,157.5555556,108,2.726187588,1.369869778,2.266230895,108,9
y,alm25a,27/08/2018,134.64648,-23.35629,0,83.3,0,0,0.7,6,9.3,0.7,0,0,0,0,0,0,0,300,300,13464651_02335634_20180827_000000,13464651_02335634_20180827_000000,l8olre_p102r076_20180827_dbgm3.img,0,614.7777778,1093.777778,2120,2849,4099.888889,3742,21.00146967,43.79695012,56.35403959,54.38136936,70.0689255,66.93778206,106.7777778,123.5555556,107,,1.227262335,2.06080411,0,,9
y,amo09a,4/09/2017,135.2722204,-21.5495239,8.754,4,0,0,1,79,8,8,0,0,0,23.7,8.7,0.3,1,300,300,13527222_02154952_20170904_000000,13527222_02154952_20170904_000000,l8olre_p101r075_20170902_dbgm3.img,2,665.5555556,982.1111111,1426.222222,2374.222222,3205.222222,2291.777778,23.70237265,36.31481009,73.11600794,96.34057387,224.7338069,204.5492485,123.1111111,115.1111111,160.3333333,109.3333333,2.884612219,1.5234788,3.333333333,109.3333333,9
y,wvh18a,23/05/2015,130.67934,-18.23514,2,34.7,0,0,46.3,14.3,4.7,0,2,0.7,0,0,0,0,0,300,300,13067934_01823514_20150523_000000,13067934_01823514_20150523_000000,l8olre_p105r073_20150520_dbgm2.img,3,578.5555556,1006.333333,1535.333333,2758.444444,2675,2080,17.87059106,34.341423,68.21045863,83.65685349,86.92142045,94.28679653,143,121.6666667,133.6666667,109.2222222,4.216370214,2.211083194,2.160246899,109.2222222,9
y,atl33a,17/05/2018,135.2569,-18.16797,0,12,0,0,16,29.7,42.3,0,0,0,0,0,0,0,0,300,300,13525690_01816797_20180517_000000,13525690_01816797_20180517_000000,l7tmre_p102r073_20180515_dbgm3.img,2,665,944,1286.111111,2054.111111,3107.888889,2196.555556,16.18641406,30.73181486,16.52906157,31.2247923,40.52281784,76.90125141,115,113.6666667,170.3333333,110.1111111,3.399346342,1.490711985,3.590109871,0.314269681,9
y,stl14a,29/05/2016,133.4011411,-21.38161698,4.196,51.3,0,0,0,12,33,3.7,0,0,0,12,4,0,4.7,300,300,13340114_02138161_20160529_000000,13340114_02138161_20160529_000000,l7tmre_p103r075_20160601_dbgm3.img,3,460.7777778,832.4444444,1485.777778,2164.888889,3311.555556,2647.333333,41.37303947,26.08154354,99.73161516,114.9477605,193.5487944,207.0238848,137.3333333,109.7777778,151.2222222,109.6666667,4.109609335,1.314684396,4.340449997,109.6666667,9
y,vrd49a,21/08/2018,130.58354,-17.19813,0,17,0,5,0,48.3,29.7,0,0,0,0,0,0,0,0,300,300,13058354_01719813_20180821_000000,13058354_01719813_20180821_000000,l8olre_p105r072_20180816_dbgm2.img,5,731.6666667,999.3333333,1373.444444,1868.111111,2320.444444,1817.777778,43.37177782,60.49977043,65.35222705,73.2930866,149.9823035,87.80126268,104.7777778,147.8888889,111,,1.030402055,6.081747637,0.666666667,,9
y,eld14a,6/10/2015,130.49507,-13.63789,0,1,0,0,50.7,29.3,19,0,0,0,0,0,0,0,0,300,300,13049507_01363789_20151006_000000,13049507_01363789_20151006_000000,l7tmre_p106r069_20151010_dbgm2.img,4,560,749.4444444,955.1111111,2348.333333,3249.777778,1954.777778,14.46067464,8.288024977,30.15310725,51.57518783,57.51478608,72.92580366,101.4444444,144.2222222,153.3333333,111.6666667,1.065740339,3.392075005,3.299831646,111.6666667,9
y,pwc04,11/04/2013,133.2830315,-17.95599772,1.333,3.7,0,0,40.5,30.8,15.1,10,0,0.3,0,1.3,1.3,0,0,300,299,13328303_01795599_20130411_000000,13328303_01795599_20130411_000000,l8olre_p103r072_20130414_dbgm3.img,3,556.6666667,846.8888889,1067.555556,2086.444444,2709.777778,1981.111111,20.74715509,40.51184859,51.79899422,70.56929,127.9494499,105.7738094,119.2222222,125.2222222,154.1111111,111.2222222,1.872477727,1.98761598,1.369869778,111.2222222,9
y,otp17a,24/08/2016,136.400364,-21.84987808,2.389,15.3,0,3.3,0,68.7,7.7,5,0,0,0,7.3,2.3,0.7,2.3,300,300,13640036_02184987_20160824_000000,13640036_02184987_20160824_000000,l7tmre_p101r075_20160822_dbgm3.img,2,750.3333333,1071.222222,1599.555556,2225.444444,3460.555556,2577.111111,38.31448812,30.03249269,102.4446855,77.74904231,213.406816,204.9013011,127,104.5555556,166.7777778,108.8888889,4.714045208,2.753224821,3.359159213,108.8888889,9
y,myd16a,27/05/2015,134.6475357,-20.99237956,0.333,54.3,0,0,5,20,20.7,0,0,0,0,0.3,0.3,0,0,300,300,13464753_02099237_20150527_000000,13464753_02099237_20150527_000000,l7tmre_p102r074_20150523_dbgm3.img,4,818.4444444,1383.888889,2063.222222,3408.111111,4319.111111,3235.111111,41.96059292,45.20679508,75.37429237,81.16847287,93.03696332,110.6922104,140.7777778,120,137.7777778,106.2222222,3.675074535,2.108185107,4.103596736,106.2222222,9
y,avd28a,13/05/2017,137.65565,-20.36491,0,15.7,0,3,0,64.7,16,0.7,0,0,0,0,0,0,0,300,300,13765565_02036491_20170513_000000,13765565_02036491_20170513_000000,l7tmre_p100r074_20170514_dbgm4.img,1,937.8888889,1482.777778,1952,2702.888889,3347.666667,2334.888889,34.0863102,18.66534387,49.27699486,31.14997572,56.5154846,51.25848319,119.1111111,106.8888889,172.6666667,107.5555556,3.177855477,1.728483243,4.346134937,107.5555556,9
y,nwd09a,10/09/2014,133.9949771,-15.97883536,8.39,29.3,0,2.7,0,40.7,27.3,0,1,0,0,9.7,7.3,0,2,300,297,13399497_01597883_20140910_000000,13399497_01597883_20140910_000000,l8olre_p103r071_20140908_dbgm3.img,2,708.1111111,1061.888889,1571.666667,2786,3446.666667,2407,14.00352689,23.57703423,31.16978594,22.3258694,53.67805262,92.26772639,123.8888889,119.6666667,155.1111111,108.4444444,3.413842555,1.632993162,3.842581437,108.4444444,9
y,dnr14a,14/08/2018,135.18527,-22.72033,0,38.7,0,0.7,0.7,36,23.3,0.7,0,0,0,0,0,0,0,300,300,13518532_02272038_20180814_000000,13518532_02272038_20180814_000000,l8olre_p102r076_20180811_dbgm3.img,3,757.3333333,1298.666667,2116.888889,2774.555556,3942.777778,3251.444444,14.14999018,54.088405,127.1145104,168.7247009,159.0351308,216.1281056,101.3333333,142,106.7777778,,1.154700538,8.232726023,0.41573971,,9
y,ard31a,3/06/2017,135.89719,-19.38619,11.388,1.3,0,1,4.7,66.3,19.7,7,0,0,0,23,10.7,0.7,6.3,300,300,13589719_01938619_20170603_000000,13589719_01938619_20170603_000000,l8olre_p102r073_20170605_dbgm3.img,2,590,868.1111111,1117.444444,2371.666667,2453.222222,1517.444444,25.00666578,32.76327363,47.79844514,86.75764456,82.32291132,95.87852397,110.2222222,128.3333333,160.3333333,111.6666667,3.424674446,2.260776661,4.546060566,111.6666667,9
y,atw13a,5/08/2016,136.29208,-21.16309,0,34.3,0,0.3,4.3,23.3,37,0.7,0,0,0,0,0,0,0,300,300,13629208_02116309_20160805_000000,13629208_02116309_20160805_000000,l7tmre_p101r075_20160806_dbgm3.img,1,1147,1570,1978.777778,2665.666667,3903,3230.777778,34.22474738,78.64406455,97.78977199,92.25447896,96.3362168,106.9078292,145.5555556,103.4444444,149.4444444,106.7777778,4.00308523,2.06080411,3.337034982,106.7777778,9
y,btl06a,28/08/2013,133.9715121,-17.15000434,0,19.3,0,0,0.3,19.3,61,0,0,0,0,0,0,0,0,300,300,13397151_01715000_20130828_000000,13397151_01715000_20130828_000000,l7tmre_p103r072_20130828_dbgm3.img,0,1104.555556,1718.888889,2441.777778,3397.444444,4007.666667,2976,33.19675724,17.68517549,28.4010085,38.04707935,47.85162252,51.02504832,135.6666667,108.8888889,154,106,4.447221355,1.099943882,5.077182071,106,9
y,cent14,3/10/2012,133.384728,-14.40372343,11.097,46,0,0.3,2,0.3,51.3,0,0.7,0,0,28.7,10,4.7,5.3,300,298,13338472_01440372_20121003_000000,13338472_01440372_20121003_000000,l7tmre_p104r070_20121003_dbgm3.img,0,572.5555556,824.8888889,1207.111111,2068.333333,2269.444444,1588.666667,14.65993111,29.46351584,38.93140533,44.75861183,55.33154839,44.0302926,130,118.2222222,150.2222222,111.8888889,2.160246899,0.916245695,2.528845928,111.8888889,9
y,num2,23/08/2012,135.5312701,-23.91742476,14.076,27.1,0,0,2.7,16.8,53.4,0,12.7,0,0,4.7,2,2.7,0,300,262,13553127_02391742_20120823_000000,13553127_02391742_20120823_000000,l7tmre_p101r077_20120827_dbgm3.img,4,513.4444444,864.8888889,1434.111111,2252.888889,3070.111111,2440.444444,34.86835914,38.81993888,52.20779943,84.73939717,87.59305458,142.9942587,135.6666667,114.7777778,148.2222222,110,3.12694384,1.617802198,3.614101326,110,9
y,ncw15a,19/06/2018,133.41634,-17.6078,10.959,18.3,0,0,1.3,47,31.3,2,0,0,0,13.3,10.7,0,2.7,300,300,13341634_01760780_20180619_000000,13341634_01760780_20180619_000000,l7tmre_p103r072_20180623_dbgm3.img,4,771.8888889,1198.888889,1777.777778,2922.555556,3795.222222,2590.333333,29.94975216,55.72640396,90.64065531,132.0127192,159.2766829,111.5586542,120.8888889,116.5555556,161.4444444,107.6666667,3.541639433,2.165954299,5.418304596,0.471404521,9
y,kla19a,3/10/2017,133.4554,-16.40573,15.254,9,0,4,0,61.7,23,2.3,0,0,0,20.7,15,3.3,1.7,300,300,13345540_01640573_20171003_000000,13345540_01640573_20171003_000000,l7tmre_p104r071_20171001_dbgm3.img,2,734.2222222,1087.222222,1487.888889,2573,3198.888889,1982.333333,31.24020834,28.93969891,35.06642726,45.12944346,89.86464444,68.75560583,105.4444444,118.6666667,175,109.2222222,1.640535896,1.054092553,2.666666667,109.2222222,9
y,mez02a,22/10/2013,132.460409,-25.11322035,2.322,42.8,0,0,1,26.6,29.6,0,1,0,0,4.3,1.3,0.7,2.3,300,297,13246040_02511322_20131022_000000,13246040_02511322_20131022_000000,l7tmre_p103r077_20131031_dbgm3.img,9,461.2222222,830.5555556,1654.666667,2363.777778,3288.555556,2950.222222,18.85487133,35.77122093,71.32398693,101.5619983,100.1855069,122.6583129,151.2222222,113.5555556,133.4444444,109.2222222,2.249828526,1.571348403,2.006163343,109.2222222,9
y,atw18a,6/08/2016,136.28016,-21.19509,0.334,43.3,0,2.3,11,19.3,24,0,0,0,0,0.7,0.3,0,0.3,300,300,13628016_02119509_20160806_000000,13628016_02119509_20160806_000000,l7tmre_p101r075_20160806_dbgm3.img,0,1011.111111,1526.444444,2164.777778,2947.666667,4222.111111,3479.111111,43.27032456,27.99647244,43.51188287,58.03255791,56.32730627,72.26870299,151.2222222,104.1111111,143.1111111,106,2.572408201,1.5234788,2.469567863,106,9
y,ncw01,10/04/2013,133.2558533,-17.26748102,0,36.3,0,0.3,42,3.3,18,0,0,0,0,0,0,0,0,300,300,13325585_01726748_20130410_000000,13325585_01726748_20130410_000000,l7tmre_p104r072_20130413_dbgm3.img,3,899.3333333,1146,1328.333333,2522.222222,3028.222222,2261.555556,17.2691118,24.11085509,32.57470048,37.26415548,66.43255189,77.62174826,126.7777778,129.6666667,142.2222222,109.1111111,2.698879511,1.154700538,2.484519975,109.1111111,9
y,bcy23a,8/10/2014,134.3962084,-18.90742626,0.983,0.7,0,0,1.3,89.9,7.4,0.7,1,0,0,1.7,0,0.7,1,300,297,13439620_01890742_20141008_000000,13439620_01890742_20141008_000000,l8olre_p103r073_20141010_dbgm3.img,2,773,1252.888889,1914.333333,3207.666667,3548.777778,2311.444444,20.82733247,40.27804598,89.51970609,118.1533843,178.7921063,150.7869071,118.8888889,113.8888889,166,107.6666667,3.281071791,0.874889764,3.464101615,107.6666667,9
y,brm11a,12/05/2017,137.60765,-20.62624,0,34.3,0,6.3,0,45.3,14,0,0,0,0,0,0,0,0,300,300,13760765_02062624_20170512_000000,13760765_02062624_20170512_000000,l7tmre_p100r074_20170514_dbgm4.img,2,945.3333333,1457,2017.222222,2683.555556,3488.777778,2654.444444,29.69100126,52.38108225,47.91839771,57.23268513,85.79533499,82.61438012,135.7777778,104.5555556,158,107.1111111,3.880944266,0.955813919,4.546060566,107.1111111,9
y,dly14a,20/05/2014,134.636398,-22.69086322,0,39.3,0,0,5.3,26.7,28.7,0,0,0,0,0,0,0,0,300,300,13463639_02269086_20140520_000000,13463639_02269086_20140520_000000,l7tmre_p102r076_20140520_dbgm3.img,0,600.6666667,1086,1834,2555.888889,3701,2855.222222,18.45113667,51.29219131,91.17991982,53.45079657,140.4730105,123.171766,139.2222222,106.3333333,153.1111111,108,2.484519975,2.260776661,1.594744455,108,9
y,tgn4,28/04/2012,134.2194679,-23.22938699,0,3.7,40.3,17.3,25,0,13.7,0,0,0,0,0.3,0,0.3,0,300,300,13421946_02322938_20120428_000000,13421946_02322938_20120428_000000,l7tmre_p102r076_20120428_dbgm3.img,0,548.6666667,959.3333333,1445.777778,2323.333333,3182.666667,2667,47.3943269,68.43650748,154.17002,117.7030161,252.9905576,271.5224566,138.4444444,115.8888889,144.3333333,109.2222222,4.786813162,3.510126444,1.632993162,109.2222222,9
y,mgp13a,14/05/2018,131.71135,-25.91048,1.333,31.7,0,0,0,57.7,10.7,0,0,0,0,1.7,1.3,0.3,0,300,300,13171131_02591040_20180514_000000,13171131_02591040_20180514_000000,l8olre_p103r078_20180514_dbgm2.img,0,497.8888889,830.6666667,1514.888889,2101.444444,2820.888889,2240,11.25901559,19.09624745,45.77346258,48.19430836,90.94252696,76.13584351,106.5555556,142.3333333,110.1111111,,0.831479419,2.828427125,0.314269681,,9
y,bdm12a,31/08/2018,135.01047,-16.25156,7.483,12,0,1.7,0.3,75,8.3,2.7,0,0,0,9.3,7.3,0,2,300,300,13501047_01625156_20180831_000000,13501047_01625156_20180831_000000,l8olre_p102r071_20180827_dbgm3.img,4,649.3333333,991.8888889,1448.666667,2722.888889,3048.666667,2094.111111,10.3494498,18.8764665,48.17329827,58.07934122,57.52294228,58.2588943,122.5555556,153.3333333,109.2222222,,1.065740339,1.699673171,0.41573971,,9
y,hby10a,24/07/2013,132.9338348,-24.59812464,1,46.5,0,0.3,29.6,15.2,6.1,2.4,1,0,0,0,0,0,0,300,297,13293383_02459812_20130724_000000,13293383_02459812_20130724_000000,l7tmre_p103r077_20130727_dbgm3.img,3,490.7777778,944.8888889,1594.111111,2574.555556,3337,2913.555556,21.61675162,76.67310762,207.603492,288.9094864,330.0508378,327.1269244,144.5555556,118.3333333,135.7777778,108.7777778,4.991350543,2.108185107,5.652487708,108.7777778,9
y,lim08,1/06/2013,135.3050935,-15.23416617,26.217,26.6,0,23.2,8.5,4.4,37.2,0,1.7,0.7,0,37.7,24.3,0,2.7,300,293,13530509_01523416_20130601_000000,13530509_01523416_20130601_000000,l8olre_p103r070_20130601_dbgm3.img,0,436.1111111,647,806.4444444,2048,2153.777778,1354.444444,14.03522904,17.25623881,26.93247157,46.01449047,42.28416509,34.2932164,109.8888889,137.3333333,151.3333333,114.1111111,1.5234788,1.490711985,0.942809042,114.1111111,9
y,leg-07,8/10/2012,129.1284811,-15.37987808,23.793,0,11.3,0.3,4.3,1.7,82.3,0,0,0,0,49,23,0,3.3,300,300,12912848_01537987_20121008_000000,12912848_01537987_20121008_000000,l7tmre_p106r071_20121017_dbgm2.img,9,515.5555556,720.3333333,950.1111111,2255,2726.777778,1697,16.48643288,21.30727575,17.03880828,39.83298466,53.27659018,59.52403809,106.1111111,138.3333333,154.2222222,112.3333333,0.874889764,1.154700538,1.617802198,112.3333333,9
y,ldv17a,26/06/2018,132.56865,-25.43219,7.609,34.7,0,0,0,28,37.3,0,0,0,0,24.7,7,0.7,8,300,300,13256865_02543219_20180626_000000,13256865_02543219_20180626_000000,l8olre_p103r077_20180701_dbgm3.img,5,348.2222222,557.2222222,1100.222222,1668.333333,2536.777778,2141.111111,8.676632447,23.2463989,55.94596158,79.98888812,90.81822844,77.92509857,112.4444444,140,112.6666667,,1.342560664,2,0.471404521,,9
y,leg-02,5/10/2012,129.3018867,-15.16619152,0,0,6.3,0,0.7,57,36,0,0,0,0,0,0,0,0,300,300,12930188_01516619_20121005_000000,12930188_01516619_20121005_000000,l7tmre_p106r070_20121017_dbgm2.img,12,634.4444444,859.1111111,1226.444444,2099.444444,3507.111111,2344.444444,24.29499771,25.82180149,37.11277441,33.59600211,46.90521043,57.05574489,109.1111111,118.8888889,170.5555556,110.1111111,2.557969874,1.099943882,1.949992086,110.1111111,9
y,bnd46a,16/08/2016,136.34793,-18.64699,0,1,0,0,0,80,19,0,0,0,0,0,0,0,0,300,300,13634793_01864699_20160816_000000,13634793_01864699_20160816_000000,l8olre_p101r073_20160814_dbgm3.img,2,1089.333333,1406.888889,1773.777778,2288.777778,3393.888889,2483.111111,10.44562641,12.74052541,16.26706132,19.9542687,86.75437158,63.41301031,120.8888889,100,178.2222222,108,1.448711646,0,1.872477727,108,9
y,mdr25a,20/08/2016,131.0338,-22.08314,11.945,50.7,0,0,0,1.3,48,0,0,0,0,39.3,11.7,0.7,2.3,300,300,13103380_02208314_20160820_000000,13103380_02208314_20160820_000000,l8olre_p104r075_20160819_dbgm2.img,1,407.2222222,692.6666667,1223.333333,2113.222222,2848,2378,23.43206624,34.31876714,97.61944251,109.4661569,117.5840125,114.616268,134.6666667,119,145,110.8888889,3.299831646,1.56347192,2.788866755,110.8888889,9
y,alm23a,13/05/2015,134.7603943,-23.28390991,0,70.3,0,9,5,7.7,8,0,0,0,0,0,0,0,0,300,300,13476039_02328390_20150513_000000,13476039_02328390_20150513_000000,l8olre_p102r076_20150515_dbgm3.img,2,709.4444444,1215.666667,2039.111111,2686.111111,3429.333333,3038.555556,72.9613461,88.54126471,101.6031982,109.5185874,166.7593076,168.048347,168.1111111,105.6666667,124.7777778,107.2222222,2.766644355,1.054092553,2.148786623,107.2222222,9
y,atl18a,15/05/2013,135.3115707,-17.95597994,0.333,14.4,0,0,6,30.4,49.2,0,0.3,0,0,0,0,0,0,300,299,13531157_01795597_20130515_000000,13531157_01795597_20130515_000000,l7tmre_p102r072_20130517_dbgm3.img,2,1265.777778,1572.777778,1912.333333,2491.888889,3591.666667,2694.777778,34.35364376,34.55680598,32.19040575,48.84543523,79.04991391,96.18590539,123.8888889,103,172,107.1111111,4.280302285,1.154700538,4.546060566,107.1111111,9
y,lbd10a,25/09/2015,130.35304,-13.25933,0,0,0,0,33,66.3,0.7,0,0,0,0,0,0,0,0,300,300,13035304_01325933_20150925_000000,13035304_01325933_20150925_000000,l7tmre_p106r069_20150924_dbgm2.img,1,615.6666667,983.6666667,1242,3009.222222,2881.888889,1722,42.67968551,72.81788547,69.30608439,39.15716985,74.97621022,42.27160854,109.2222222,139,150.6666667,110.1111111,1.133115447,2.309401077,3.197221016,110.1111111,9
y,and4,15/08/2012,135.3421883,-25.38810267,3,71.1,0,0,0.7,11,17.2,0,3,0,0,0,0,0,0,300,291,13534218_02538810_20120815_000000,13534218_02538810_20120815_000000,l7tmre_p101r078_20120811_dbgm3.img,4,686.2222222,1388,2837.333333,3685,5248.777778,4695.333333,47.4968485,56.94051477,67.47345157,99.77418949,156.7778172,166.8818611,186.1111111,110.7777778,102.1111111,105,3.348115372,1.98761598,3.034777841,105,9
y,ado16a,23/09/2014,135.4037645,-25.26254558,2.667,60.6,0,1.8,0.7,28.7,8.2,0,2.7,3.3,0,0,0,0,0,300,282,13540376_02526254_20140923_000000,13540376_02526254_20140923_000000,l8olre_p101r077_20140926_dbgm3.img,3,737.8888889,1277.333333,2237.666667,3074.111111,4049.444444,3225.555556,23.13460344,49.85088877,71.99845677,101.1944711,135.8627666,193.0653954,153.5555556,105.7777778,138.7777778,106.4444444,4.297573246,2.199887764,2.572408201,106.4444444,9
y,g79-2,15/09/2011,136.8880534,-16.2624453,2.73,30.7,0,0,5,4.7,59.7,0,0,0,0,7.3,2.7,1,2.3,300,300,13688805_01626244_20110915_000000,13688805_01626244_20110915_000000,l5tmre_p101r071_20110918_dbgm3.img,3,403.6666667,532,662.7777778,1169.555556,1822.777778,1736.555556,15.78325414,36.01851376,30.89688146,102.8851691,201.6684726,175.0702152,140,106.4444444,151.7777778,116.8888889,8.511430223,3.803831726,5.553332889,116.8888889,9
